license_no,latitude,longitude,GEOID
101019393,38.881221771200003,-77.173179626500001,5108
101019396,37.046504974400001,-76.394477844199997,5103
101019411,37.502670288099999,-77.656242370599998,5107
101019456,37.264545440699997,-80.030761718799994,5109
101019461,37.584304809599999,-77.513198852499997,5107
101019492,38.737426757800002,-77.077262878400006,5108
101019503,37.603496551500001,-77.544265747099999,5107
101019508,38.024593353299998,-78.524467468300003,5105
101019524,36.804939269999998,-76.015823364300005,5102
101019530,36.842327117899998,-76.137069702100007,5102
101019576,36.744586944600002,-76.220458984399997,5104
101019580,36.881759643599999,-76.146614074699997,5102
101019596,38.304210662800003,-77.511543273900003,5101
101019625,38.839550018300002,-77.105598449699997,5108
101019626,38.844505310099997,-77.298515319800003,5111
101019630,38.962711334200002,-77.365119934099994,5111
101019635,37.493541717500001,-77.470291137700002,5103
101019666,38.768310546899997,-77.486389160200005,5110
101019705,37.603584289600001,-77.526283264200003,5107
101019730,38.940330505399999,-77.175086975100001,5110
101019731,36.865928649899999,-76.301033020000006,5103
101019747,38.811962127699999,-77.109611511200001,5108
101019751,38.812553405800003,-77.122474670399995,5108
101019795,36.997222900399997,-79.888008117699997,5105
101019800,37.517124176000003,-77.598724365199999,5107
101019828,36.862255096399998,-76.026962280299998,5102
101019834,36.854991912800003,-76.194007873499999,5102
101019845,37.707595825200002,-78.933845520000006,5105
101019855,36.865997314500000,-76.029815673800002,5102
101019858,37.415966033899998,-79.180770874000004,5106
101019881,37.048156738300001,-76.396972656299994,5103
101019883,39.191032409700000,-78.185234069800003,5110
101019886,38.456153869600001,-78.012123107899995,5107
101019901,37.411403655999997,-77.649169921899997,5107
101019903,38.963947296100002,-77.347099304200000,5111
101019916,37.264492034900002,-79.941139221200004,5106
101019921,36.808551788300001,-78.463096618700007,5105
101019922,38.031623840300000,-78.478393554700006,5105
101019950,37.566413879400002,-77.541114807100001,5107
101019962,37.474006652800000,-75.864646911600005,5102
101019966,37.143478393599999,-76.513328552199994,5102
101019972,37.602119445800000,-77.515129089400006,5107
101019973,37.629928588900000,-77.387855529800007,5107
101019976,37.696815490699997,-76.389480590800005,5101
101019978,37.592350006099998,-77.531532287600001,5107
101019994,36.865997314500000,-76.029815673800002,5102
101020008,38.858753204300001,-77.226112365700004,5111
101020081,38.864471435500000,-77.231323242200006,5111
101020108,36.868236541700000,-76.031082153300005,5102
101020148,36.855342864999997,-76.023895263699998,5102
101020154,39.180801391599999,-78.165031433099998,5110
101020159,37.539123535199998,-77.411781310999999,5103
101020170,38.909255981400001,-77.255493164100002,5111
101020218,37.603584289600001,-77.526283264200003,5107
101020241,36.817672729500003,-76.137596130399999,5102
101020286,38.963947296100002,-77.347099304200000,5111
101020320,37.065292358400001,-76.398368835400007,5103
101020368,39.143924713099999,-78.188949585000003,5110
101020384,38.884933471700002,-77.172912597700005,5108
101020388,38.767784118700000,-77.161331176800005,5108
101020389,39.191989898700001,-78.190910339400006,5110
101020441,38.867019653299998,-77.234695434599999,5111
101020490,38.889118194600002,-77.128646850600006,5108
101020508,38.949085235600002,-77.333816528300005,5111
101020514,37.449943542500002,-77.645469665500002,5107
101020516,36.690624237100003,-76.938728332500006,5104
101020520,37.602291107200003,-77.548416137700002,5107
101020527,38.029655456500002,-78.470962524399994,5105
101020531,39.191040039100002,-78.184700012199997,5110
101020564,37.584304809599999,-77.513198852499997,5107
101020568,38.906219482399997,-77.209915161100000,5108
101020572,38.166213989299997,-79.054695129400002,5106
101020576,38.828376769999998,-77.192749023399998,5108
101020611,38.737487793000000,-77.077796935999999,5108
101020614,38.314468383799998,-77.452888488799999,5101
101020644,37.699298858600002,-76.384826660200005,5101
101020647,39.187023162800003,-78.173088073700001,5110
101020648,39.041473388699998,-77.361091613799999,5110
101020652,37.252471923800002,-76.733306884800001,5101
101020675,38.871112823499999,-77.157554626500001,5111
101020678,37.510452270499997,-77.529792785599994,5107
101020690,37.552112579300001,-77.467506408700004,5103
101020737,38.865379333500002,-77.238891601600002,5111
101020738,37.550636291499998,-77.563415527299995,5107
101020745,38.884529113799999,-77.162384033199999,5108
101020754,38.894229888900000,-77.274688720699999,5111
101020756,38.927383422900000,-77.235008239699994,5111
101020761,36.864933013900000,-76.029975891099994,5102
101020798,38.769615173299997,-78.908752441399997,5106
101020818,38.032070159900002,-78.498809814500007,5105
101020841,38.957347869899998,-77.371170043899994,5111
101020864,38.635524749799998,-77.273391723600000,5111
101020870,38.874477386499997,-77.113258361800007,5108
101020902,37.515830993700000,-77.524986267100005,5107
101020916,38.888732910199998,-77.127380371100003,5108
101020922,38.781780242899998,-77.230895996100003,5111
101020926,37.539085388200000,-77.411781310999999,5103
101020954,38.854454040500002,-77.226112365700004,5111
101020970,38.858753204300001,-77.226112365700004,5111
101020971,36.861007690400001,-76.305046081499995,5103
101020974,38.948348998999997,-77.195419311500004,5110
101020981,37.502670288099999,-77.656242370599998,5107
101020991,36.910121917700003,-82.785003662099996,5109
101020994,37.264545440699997,-80.030761718799994,5109
101021003,38.992454528800003,-78.116409301800005,5106
101021010,38.043651580800002,-78.484367370599998,5105
101021014,37.630519866900002,-77.527221679700006,5107
101021023,36.766807556200000,-76.251808166499998,5104
101021024,38.672058105500000,-77.277328491199995,5111
101021044,37.280662536599998,-76.725524902299995,5101
101021049,38.043651580800002,-78.484367370599998,5105
101021058,38.877002716100002,-77.119537353499993,5108
101021065,38.742931366000001,-77.080314636200001,5108
101021076,36.594089508099998,-79.432060241700000,5105
101021077,38.871089935299999,-77.368644714400006,5110
101021078,37.417922973600000,-79.174911499000004,5106
101021082,37.604881286599998,-77.533828735399993,5107
101021086,37.421073913599997,-76.542297363299994,5101
101021093,37.638500213599997,-77.569351196300005,5107
101021104,38.949085235600002,-77.333816528300005,5111
101021105,36.872146606400001,-76.265487670900001,5103
101021112,38.999950408899998,-77.318626403799996,5110
101021147,36.714118957499998,-81.963989257799994,5109
101021152,38.901481628399999,-77.126792907699993,5108
101021166,38.809673309300003,-77.257736206100006,5111
101021176,38.897869110099997,-77.269180297899993,5111
101021178,37.067615508999999,-76.492385864300005,5102
101021183,38.902034759499998,-77.263725280800003,5111
101021185,38.865833282499999,-77.151390075699993,5111
101021186,38.739307403600002,-77.074279785200005,5108
101021190,38.747798919700003,-77.062568664599993,5108
101021203,38.920024871800003,-77.151092529300001,5108
101021209,38.032032012899997,-78.498718261700006,5105
101021217,36.943748474099998,-82.465393066399997,5109
101021241,37.601272582999997,-77.369049072300001,5107
101021260,38.297290801999999,-77.461555481000005,5101
101021297,37.264961242699997,-79.939682006799998,5106
101021336,38.635791778600002,-77.274375915500002,5111
101021379,36.942691803000002,-81.115798950200002,5109
101021414,36.821868896500000,-76.274101257300003,5104
101021422,38.889118194600002,-77.128646850600006,5108
101021445,39.184349060099997,-78.170051574699997,5110
101021455,38.921638488799999,-77.113998413100006,5108
101021468,38.455268859900002,-78.011802673299997,5107
101021474,38.790012359599999,-77.066856384299996,5108
101021497,38.914985656699997,-77.234176635699995,5111
101021501,38.840526580800002,-77.117149353000002,5108
101021527,37.267406463599997,-77.399734497099999,5104
101021563,38.963405609100001,-77.364692688000005,5111
101021602,38.934089660600002,-77.181800842300007,5110
101021614,38.950366973900003,-77.338394164999997,5111
101021622,38.827926635700003,-77.126838684099994,5108
101021624,38.058681487999998,-78.488708496100003,5105
101021632,36.763378143300002,-76.595924377399996,5104
101021634,37.335941314700001,-79.539939880399999,5105
101021653,38.635524749799998,-77.273391723600000,5111
101021655,39.029331207299997,-77.406600952100007,5110
101021660,38.889118194600002,-77.128646850600006,5108
101021664,38.833724975599999,-77.116683960000003,5108
101021680,38.828514099099998,-77.110923767100005,5108
101021684,38.906219482399997,-77.209915161100000,5108
101021688,38.776069641100001,-77.177062988299994,5108
101021689,37.250698089600000,-79.946578979500003,5106
101021694,39.191291809100001,-78.195922851600002,5110
101021703,38.303264617899998,-77.480972289999997,5101
101021719,39.172004699699997,-78.158996582000000,5110
101021722,39.191303253199997,-78.196174621599994,5110
101021733,37.686946868900002,-77.591087341299996,5107
101021739,37.515869140600003,-77.525016784700000,5107
101021750,38.031440734900002,-78.499359130900004,5105
101021763,38.873416900599999,-77.313911438000005,5111
101021765,36.713706970200001,-78.913497924799998,5105
101021772,36.937160491900002,-82.622978210400007,5109
101021787,36.763824462899997,-76.595619201700003,5104
101021796,37.264545440699997,-80.030761718799994,5109
101021802,36.577812194800003,-79.442070007300003,5105
101021848,36.865673065199999,-76.130935668899994,5102
101021867,38.883258819600002,-77.105094909700000,5108
101021882,38.256343841600000,-77.494102478000002,5101
101021921,37.766693115199999,-77.496261596699995,5107
101021929,37.276111602800000,-80.024574279800007,5109
101021939,38.921108245799999,-78.469955444299998,5106
101021941,37.031105041499998,-76.469024658199999,5102
101021942,36.766239166299997,-76.250770568799993,5104
101021957,37.266185760500001,-79.939712524399994,5106
101021959,36.993312835700003,-79.889739990199999,5105
101021967,36.851722717299999,-76.194229125999996,5102
101021970,36.997222900399997,-79.888008117699997,5105
101021977,37.672355651899998,-77.452278137199997,5107
101021978,37.224151611300002,-80.444168090800005,5109
101021983,38.828514099099998,-77.110923767100005,5108
101021992,36.929599762000002,-82.652473449699997,5109
101022013,38.139499664299997,-79.088256835899998,5106
101022016,37.494277954099999,-77.556297302199994,5107
101022030,38.929908752400003,-77.186019897500003,5110
101022041,38.434688568100000,-78.235763549799998,5105
101022045,36.835815429699998,-76.059349060100004,5102
101022047,38.888027191200003,-77.128120422400002,5108
101022064,37.251602172900000,-76.733612060499993,5101
101022065,38.093154907200002,-78.986732482899995,5106
101022067,38.887882232700001,-77.155799865700004,5108
101022116,36.865928649899999,-76.301033020000006,5103
101022150,37.585353851299999,-77.515594482400004,5107
101022178,38.312187194800003,-77.484657287600001,5101
101022196,37.302406310999999,-77.294929504400002,5104
101022214,36.581119537399999,-79.401016235399993,5105
101022238,38.839550018300002,-77.105598449699997,5108
101022282,36.577812194800003,-79.442070007300003,5105
101022288,37.584304809599999,-77.513198852499997,5107
101022289,38.292419433600003,-77.518371582000000,5101
101022303,36.762622833300000,-76.344528198199995,5104
101022323,38.870563507100002,-77.157669067399993,5111
101022328,38.887561798100002,-77.379333496100003,5110
101022335,36.865928649899999,-76.301033020000006,5103
101022338,36.998138427699999,-76.424110412600001,5103
101022341,38.765777587899997,-77.212158203100003,5111
101022342,37.506984710700003,-77.595878601099997,5107
101022379,39.022342681900000,-77.475738525400004,5110
101022437,36.690624237100003,-76.938728332500006,5104
101022440,37.222476959200002,-79.986557006799998,5106
101022445,38.767612457299997,-77.202354431200007,5111
101022457,36.851722717299999,-76.194229125999996,5102
101022464,38.849147796600001,-77.304924011200001,5111
101022473,38.785503387500000,-77.182441711400003,5108
101022485,38.861858367899998,-77.129180908199999,5108
101022499,38.803436279300001,-77.047233581499995,5108
101022536,37.584083557100001,-77.513465881299993,5107
101022540,38.824096679699998,-77.104576110799997,5108
101022555,38.851306915300000,-77.320724487299998,5111
101022563,36.803970336900001,-76.076377868700007,5102
101022582,37.552799224899999,-77.565383911100000,5107
101022607,38.743385314900003,-77.077407836899994,5108
101022620,38.312648773200003,-77.471885681200007,5101
101022621,38.805789947500003,-77.045730590800005,5108
101022634,39.103260040300000,-77.572860717799998,5110
101022667,37.584304809599999,-77.513198852499997,5107
101022676,36.709491729699998,-81.981834411600005,5109
101022697,38.931221008300000,-78.199905395499997,5106
101022700,38.768310546899997,-77.486389160200005,5110
101022731,37.774841308600003,-79.969711303699995,5109
101022749,38.743385314900003,-77.077407836899994,5108
101022750,38.435165405299998,-78.907913207999997,5106
101022763,36.861984252900001,-76.026840210000003,5102
101022768,37.458259582499998,-77.648620605500000,5107
101022784,36.816993713400002,-76.065872192399993,5102
101022827,37.500869751000003,-79.877815246599994,5106
101022876,37.603610992400000,-77.544235229500003,5107
101022878,38.314052581799999,-77.474174499499995,5101
101022912,37.247348785400000,-76.661033630399999,5101
101022915,36.581119537399999,-79.401016235399993,5105
101022930,38.304737091100002,-77.479835510300006,5101
101022964,36.831245422400002,-76.343315124499995,5103
101022982,37.410839080800002,-79.172042846699995,5106
101022986,36.917865753199997,-76.196205139200003,5102
101022991,37.022933960000003,-76.335060119600001,5103
101022994,36.867744445800000,-76.030624389600007,5102
101022996,36.557273864700001,-79.411376953100003,5105
101023086,36.746372222900000,-76.244918823199995,5104
101023093,38.913059234599999,-77.231002807600007,5111
101023170,38.917587280299998,-77.228378295900001,5111
101023171,37.240200042700003,-79.970687866199995,5106
101023190,36.711441039999997,-78.912521362299998,5105
101023193,38.865646362299998,-77.233619689899996,5111
101023215,38.900764465300000,-77.203674316399997,5108
101023237,37.264190673800002,-79.941169738799999,5106
101023241,39.038742065400001,-77.412796020499997,5110
101023249,36.862133026099997,-76.405067443799993,5104
101023260,37.277935028100003,-78.398178100600006,5105
101023261,37.551155090300000,-77.443824768100001,5103
101023274,37.271358489999997,-76.714004516599999,5101
101023282,38.931461334200002,-77.175674438499996,5108
101023290,36.955524444600002,-81.098159789999997,5109
101023291,38.865379333500002,-77.238861084000007,5111
101023293,38.931125640899999,-77.176414489699994,5108
101023295,38.868473053000002,-77.153877258300000,5111
101023299,37.604183196999998,-77.560028076199998,5107
101023302,38.933128356899999,-77.175834655800003,5108
101023313,37.551155090300000,-77.443824768100001,5103
101023338,36.808269500700000,-76.091270446799996,5102
101023339,37.085319519000002,-76.499084472700005,5102
101023340,37.539943695100000,-77.431251525899995,5103
101023373,37.539302825900002,-77.431159973099994,5103
101023375,39.187980651899998,-78.163986206100006,5110
101023377,37.062610626199998,-76.397460937500000,5103
101023382,38.895343780499999,-77.272926330600001,5111
101023397,38.440288543699999,-78.871856689500007,5106
101023406,37.502696991000001,-77.646446228000002,5107
101023418,38.868358612100003,-77.237205505399999,5111
101023423,36.581798553500001,-79.401962280299998,5105
101023435,36.684974670400003,-79.867744445800000,5109
101023479,37.231781005899997,-77.404388427699999,5103
101023533,38.825382232700001,-77.107551574699997,5108
101023547,36.578346252400003,-79.404251098600000,5105
101023595,36.713756561300002,-76.643020629899993,5104
101023618,38.864997863799999,-77.231391906699997,5111
101023633,38.782672882100002,-77.518463134800001,5101
101023644,36.853683471700002,-76.293106079099999,5103
101023684,38.866905212399999,-77.850662231399994,5105
101023714,36.713775634800001,-78.913574218799994,5105
101023716,38.870563507100002,-77.157669067399993,5111
101023718,36.821323394799997,-76.273551940900006,5104
101023736,37.493537902800000,-77.470291137700002,5103
101023739,37.251285553000002,-79.941253662099996,5106
101023753,38.888942718499997,-77.128585815400001,5108
101023754,38.819217681900000,-77.150886535599994,5108
101023761,36.743343353299998,-76.246200561500004,5104
101023774,37.022537231400001,-76.330764770499997,5103
101023794,37.517124176000003,-77.598724365199999,5107
101023814,37.067615508999999,-76.492385864300005,5102
101023815,38.772171020499997,-77.058761596699995,5108
101023818,38.927383422900000,-77.235008239699994,5111
101023850,37.350875854500003,-79.518760681200007,5105
101023851,38.029914855999998,-78.472595214799995,5105
101023858,36.952083587600001,-79.360984802199994,5105
101023860,37.584083557100001,-77.513465881299993,5107
101023866,36.687053680399998,-79.867462158199999,5109
101023868,38.311931610099997,-77.479156494099996,5101
101023876,38.803916931200000,-77.183822631799998,5108
101023877,38.021938323999997,-78.434555053699995,5105
101023878,36.713775634800001,-78.913574218799994,5105
101023906,37.702827453600001,-76.391502380399999,5101
101023908,38.872833252000000,-77.160102844199997,5108
101023912,38.864471435500000,-77.231323242200006,5111
101023927,37.540348053000002,-77.406806945800000,5103
101023928,38.840900421100002,-77.109039306599996,5108
101023931,38.765834808299999,-77.486083984399997,5110
101023943,37.629928588900000,-77.387855529800007,5107
101023946,38.812553405800003,-77.122474670399995,5108
101023952,38.869678497300001,-77.170379638699998,5111
101023966,36.742286682100001,-76.241996765099998,5104
101023968,37.234878539999997,-80.010940551800005,5106
101023985,38.939556121800003,-77.178649902299995,5110
101024009,38.905975341800001,-77.222412109399997,5111
101024017,38.843601226799997,-77.290031433099998,5111
101024043,38.790012359599999,-77.066856384299996,5108
101024051,37.603496551500001,-77.544265747099999,5107
101024055,37.630584716800001,-77.527626037600001,5107
101024066,37.264545440699997,-80.030761718799994,5109
101024076,38.888027191200003,-77.128120422400002,5108
101024079,37.469257354699998,-77.534873962399999,5107
101024081,38.768432617199998,-77.486717224100005,5110
101024093,37.407119751000003,-79.221054077100007,5106
101024104,36.804939269999998,-76.015823364300005,5102
101024115,39.191368103000002,-78.195579528799996,5110
101024117,39.029331207299997,-77.406600952100007,5110
101024120,37.602291107200003,-77.548416137700002,5107
101024127,38.866317748999997,-77.233078002900001,5111
101024129,38.927886962899997,-77.217819213900000,5111
101024132,38.312648773200003,-77.471885681200007,5101
101024139,37.510452270499997,-77.529792785599994,5107
101024150,37.087581634499998,-76.458885192899999,5102
101024152,38.866317748999997,-77.233078002900001,5111
101024156,37.147247314500000,-76.511924743700007,5102
101024182,38.937351226799997,-77.176414489699994,5110
101024184,38.855663299600003,-77.227325439500007,5111
101024189,38.743385314900003,-77.077407836899994,5108
101024218,38.309715271000002,-77.482460021999998,5101
101024223,37.046966552699999,-76.396690368700007,5103
101024227,37.419422149699997,-76.539596557600007,5101
101024240,39.190834045400003,-78.183738708500002,5110
101024247,36.842555999799998,-76.186744689899996,5102
101024274,36.807792663599997,-76.742477417000003,5104
101024280,38.889659881599997,-77.128799438499996,5108
101024326,38.889118194600002,-77.128646850600006,5108
101024327,36.792388916000000,-76.109008789100002,5102
101024391,36.866493225100001,-76.133087158199999,5102
101024418,37.183250427200001,-77.362121582000000,5103
101024421,36.877647399899999,-76.134162902800000,5102
101024432,36.915283203100003,-76.241371154800007,5102
101024447,38.914978027300002,-77.234153747600004,5111
101024448,37.502674102800000,-77.646179199200006,5107
101024461,38.029655456500002,-78.470962524399994,5105
101024474,36.746372222900000,-76.244918823199995,5104
101024489,36.834377288799999,-76.338096618700007,5103
101024495,36.854991912800003,-76.194007873499999,5102
101024501,38.949085235600002,-77.333816528300005,5111
